size,numberQueries,dataDistribution,snappy_read_times,simd_read_times,rle_read_times,uncompressed_read_times,snappy_load_times,simd_load_times,rle_load_times,uncompressed_load_times,snappy_sizes,simd_sizes,rle_sizes,uncompressed_sizes,readPercentage
10000,10000,0
10000,10000,1
10000,10000,2
10000,10000,0
10000,10000,1
1000,10000,2
11250,10000,0
11250,10000,0
11250,10000,1
11250,10000,1
11250,10000,2
11250,10000,2
12656,10000,0
12656,10000,0
12656,10000,1
12656,10000,1
12656,10000,2
12656,10000,2
14238,10000,0
14238,10000,0
14238,10000,1
14238,10000,1
14238,10000,2
14238,10000,2
16017,10000,0
16017,10000,0
16017,10000,1
16017,10000,1
16017,10000,2
16017,10000,2
18019,10000,0
18019,10000,0
18019,10000,1
18019,10000,1
18019,10000,2
18019,10000,2
20271,10000,0
20271,10000,0
20271,10000,1
20271,10000,1
20271,10000,2
20271,10000,2
22804,10000,0
22804,10000,0
22804,10000,1
22804,10000,1
22804,10000,2
22804,10000,2
25654,10000,0
25654,10000,0
25654,10000,1
25654,10000,1
25654,10000,2
25654,10000,2
28860,10000,0
28860,10000,0
28860,10000,1
28860,10000,1
28860,10000,2
28860,10000,2
32467,10000,0
32467,10000,0
32467,10000,1
32467,10000,1
32467,10000,2
32467,10000,2
36525,10000,0
36525,10000,0
36525,10000,1
36525,10000,1
36525,10000,2
36525,10000,2
41090,10000,0
41090,10000,0
41090,10000,1
41090,10000,1
41090,10000,2
41090,10000,2
46226,10000,0
46226,10000,0
46226,10000,1
46226,10000,1
46226,10000,2
46226,10000,2
52004,10000,0
52004,10000,0
52004,10000,1
52004,10000,1
52004,10000,2
52004,10000,2
58504,10000,0
58504,10000,0
58504,10000,1
58504,10000,1
58504,10000,2
58504,10000,2
65817,10000,0
65817,10000,0
65817,10000,1
65817,10000,1
65817,10000,2
65817,10000,2
74044,10000,0
74044,10000,0
74044,10000,1
74044,10000,1
74044,10000,2
74044,10000,2
83299,10000,0
83299,10000,0
83299,10000,1
83299,10000,1
83299,10000,2
83299,10000,2
93711,10000,0
93711,10000,0
93711,10000,1
93711,10000,1
93711,10000,2
93711,10000,2
105424,10000,0
105424,10000,0
105424,10000,1
105424,10000,1
105424,10000,2
105424,10000,2
118602,10000,0
118602,10000,0
118602,10000,1
118602,10000,1
118602,10000,2
118602,10000,2
133427,10000,0
133427,10000,0
133427,10000,1
133427,10000,1
133427,10000,2
133427,10000,2
150105,10000,0
150105,10000,0
150105,10000,1
150105,10000,1
150105,10000,2
150105,10000,2
168868,10000,0
168868,10000,0
168868,10000,1
168868,10000,1
168868,10000,2
168868,10000,2
189976,10000,0
189976,10000,0
189976,10000,1
189976,10000,1
189976,10000,2
189976,10000,2
213723,10000,0
213723,10000,0
213723,10000,1
213723,10000,1
213723,10000,2
213723,10000,2
240438,10000,0
240438,10000,0
240438,10000,1
240438,10000,1
240438,10000,2
240438,10000,2
270492,10000,0
270492,10000,0
270492,10000,1
270492,10000,1
270492,10000,2
270492,10000,2
304303,10000,0
304303,10000,0
304303,10000,1
304303,10000,1
304303,10000,2
304303,10000,2
342340,10000,0
342340,10000,0
342340,10000,1
342340,10000,1
342340,10000,2
342340,10000,2
385132,10000,0
385132,10000,0
385132,10000,1
385132,10000,1
385132,10000,2
385132,10000,2
433273,10000,0
433273,10000,0
433273,10000,1
433273,10000,1
433273,10000,2
433273,10000,2
487432,10000,0
487432,10000,0
487432,10000,1
487432,10000,1
487432,10000,2
487432,10000,2
548361,10000,0
548361,10000,0
548361,10000,1
548361,10000,1
548361,10000,2
548361,10000,2
616906,10000,0
616906,10000,0
616906,10000,1
616906,10000,1
616906,10000,2
616906,10000,2
694019,10000,0
694019,10000,0
694019,10000,1
694019,10000,1
694019,10000,2
694019,10000,2
780771,10000,0
780771,10000,0
780771,10000,1
780771,10000,1
780771,10000,2
780771,10000,2
878367,10000,0
878367,10000,0
878367,10000,1
878367,10000,1
878367,10000,2
878367,10000,2
988162,10000,0
988162,10000,0
988162,10000,1
988162,10000,1
988162,10000,2
988162,10000,2
1111682,10000,0
1111682,10000,0
1111682,10000,1
1111682,10000,1
1111682,10000,2
1111682,10000,2
1250642,10000,0
1250642,10000,0
1250642,10000,1
1250642,10000,1
1250642,10000,2
1250642,10000,2
1406972,10000,0
1406972,10000,0
1406972,10000,1
1406972,10000,1
1406972,10000,2
1406972,10000,2
1582843,10000,0
1582843,10000,0
1582843,10000,1
1582843,10000,1
1582843,10000,2
1582843,10000,2
1780698,10000,0
1780698,10000,0
1780698,10000,1
1780698,10000,1
1780698,10000,2
1780698,10000,2
2003285,10000,0
2003285,10000,0
2003285,10000,1
2003285,10000,1
2003285,10000,2
2003285,10000,2
2253695,10000,0
2253695,10000,0
2253695,10000,1
2253695,10000,1
2253695,10000,2
2253695,10000,2
2535406,10000,0
2535406,10000,0
2535406,10000,1
2535406,10000,1
2535406,10000,2
2535406,10000,2
2852331,10000,0
2852331,10000,0
2852331,10000,1
2852331,10000,1
2852331,10000,2
2852331,10000,2
3208872,10000,0
3208872,10000,0
3208872,10000,1
3208872,10000,1
3208872,10000,2
3208872,10000,2
