1190355136,-1143851827
1138674284,-905961034
1092037630,-1648781718
987548967,861662462
1066352473,1029153605
1054999863,-1290946917
1147600627,1117004558
1057380989,-508165554
1044665962,393652391
1118437678,1302942031
898538512,626054091
1193568778,855757486
1012221535,-806051359
1067552117,-1193045282
755709793,-70699892
958226408,-483512935
1071950201,-1827257601
1036429431,990580321
1208081987,343605294
960563183,-2002916517
886571274,455802912
926532301,-721596890
880991951,1772154909
894895322,280429103
1163068521,1642688365
1140158604,507368698
976453862,-383668738
922524736,-1082419254
1453359808,1866846831
1132947693,1262088529
1192798833,-403183501
1092017216,-1607147145
1038915891,1954446210
902853157,531921383
1289691893,-1901674767
1292085468,461598344
806672615,-1732273654
972734140,1064783006
953682374,1814949015
1174998187,1201353658
946155188,-917017376
1161334068,-1145901160
1121547987,-740157144
979690026,-948777221
1214438895,-635134509
1128287645,-1167606280
1311304461,-880328838
897235352,-329765732
1131273569,-2097966670
917221588,929702787
1169477209,1958255410
827256677,-1171058798
1024180065,1980206748
884038748,1403831010
861515809,-1777338534
965273417,-668389779
1015498868,157454378
1166984286,-372171221
1332615982,-1818634664
937162926,-945861656
1072477514,-680260160
1175793921,-1109590475
1171293579,646369489
1341135054,113573738
1123843987,436392496
1066644810,972518117
909429947,406601875
1172420804,482873868
825850329,1206545039
1092553936,1393221829
1206958607,1624527507
1341687527,722164393
1211200847,393421567
1066721954,1991348677
1058453823,-767742698
1061482082,906569075
867602651,-353380000
979306805,-1660837638
950437857,-1223209864
1023879089,705156361
1311328734,-1500482283
1151240878,1365261685
1085585579,-1338615693
1005543610,1355165851
911382785,-1873767986
1127767738,-165127973
1173723118,1188239789
1002257352,-821698270
1074903453,1171830893
1267784243,2011395082
1152732692,676602710
1118607058,-114066821
958856852,1207399159
1243124473,666301939
1097542204,-1153718558
1006704150,598357137
957131913,840339747
1289020988,-363546523
1053617729,-1577348189
1132576321,352793197
1083510451,-308213726
980071406,144970832
1023799293,2064566021
1016202120,1061796735
1010099097,642714277
964904253,-63704132
1083928088,-1188964322
894342860,-258154023
1183678994,-1531812111
1327393957,-282699684
1212642684,-68165574
1128079879,-1863974003
917148887,-1998116832
998718312,-2095344748
1117416805,277284998
1127944443,608706699
880409027,-196893900
1113710293,-1472137797
1263352633,526744724
1004294899,496715712
1215096215,-819052913
852039823,-1816850114
1071579046,579401568
884596390,-836697297
1203174535,1188553830
931619312,-1612684493
951886948,-561890840
1039950482,-1430683350
1206071211,141925589
908821151,428491211
917480281,-682307360
1173934336,351152946
830267342,505352159
1122344434,959765001
1140813895,-1602270036
1122092905,1878877767
1090631876,434494948
1173810919,231187107
1048732093,2125270982
1209149521,210159099
818596453,988516628
1137024540,-542579042
962662761,-2079685939
1503828915,1166661240
1071679595,-1569353295
1202660421,572962549
1103467998,1701325901
1004672128,-2105578006
1151277127,-1128276120
990039139,-437626528
1040696938,-1435260482
988103379,-3676972
1073910182,-1275299632
1095116093,-1902316073
787825078,324111895
1032598176,27860680
918927694,-1085742935
1122366425,1187493103
1148002181,1432572223
960667002,-270453251
1062878231,1494123768
1154963875,1589377766
1066124126,-276219793
929253621,-1517221519
1154487366,1098277658
1187555153,-430475699
989248326,134375444
1227383887,-699414336
1030814471,1022327849
1020639169,-221437725
1355096320,1415195839
1083149457,-63812752
1348580010,-469147516
1209669186,2095541064
991861852,476264902
974428052,1111424205
1066123047,-1612343524
922430958,-871759558
1040457271,1185563131
1048091415,779895824
1113624263,716365601
1100015042,-1669657612
833141486,-747706807
1168915102,531574981
1147313534,971415615
1116387365,-1315409876
1065680461,-422630333
1018279397,1254810032
1078597655,-1218067419
1239630932,-460336978
1005767737,-1919977207
839886287,-644941870
853006176,1997304946
1211839723,1066080956
962961842,-1860503771
1358427094,1173666167
1539785732,1270847299
1097103577,-604328049
1210756439,-1795626130
1173387027,-1197820953
974649167,-1910789024
1196887149,536880355
1006246680,-102768280
1032352087,572907608
802973971,517849152
1066526940,-517548252
1009023831,1452502331
956772517,2104182755
1178445660,1802710013
1200129350,-281804546
943651665,1053421199
1048062579,1202521718
1067818818,-1319524674
878193498,993488661
1093259143,1555962909
1005844882,-1563782056
951591696,-647035340
1104838117,1677399514
1056473667,718836574
1098923741,-17186270
884294825,-1252332012
1116737562,601915415
939964630,-713402131
794302001,1035777979
1162649042,-1259461993
766298538,2033609879
988061215,-1680173474
1150842136,983106940
819968820,-1618036350
1045679380,-1928634966
890867513,1281385987
1156590542,939527064
1140931899,834664357
872303554,1885381924
1069640343,-778099582
1081353281,-1423932051
1141822661,445192678
908342066,-768662263
1110013608,1042471679
1158087515,439854371
880974111,-525765909
1314146136,-798513162
985307297,192763671
984222760,1356611280
1102657687,-530703615
862946560,389059728
1113198460,670739753
1100693584,-392340423
1025908398,718168049
1021117470,-475601055
833019437,-962031083
1121924206,-838805985
1053694978,-1770168590
1017042484,949769971
1115713737,-467252560
1154926125,1953386345
788566407,-428625707
966036824,767913797
1013959173,-397339072
1109466473,423064398
1161557521,-340714743
1109235423,605787852
1185939742,-174986708
930459326,-1601378921
1199833606,1139133652
1042179526,948028704
1097677258,781808258
1378644220,1914145582
922827984,-1157508190
1293719271,751634949
1244955309,-1949803543
1177533363,-1280616958
769334446,-1148132328
1095595833,-579558916
1005964031,-419666963
907548835,64857395
1206218029,-1685755958
1247933603,35325562
1245531606,1316456431
1176538508,1005725545
932873690,690572726
973739508,-1550665455
1105204121,-1655980044
952734001,-761753456
1066472152,-1660285695
1127357220,481883595
1019007146,-113401228
1062946777,-1527921766
1117727578,-257363774
1075247501,-59397975
1291290433,320806774
985136497,-1266846851
1241132392,1718637455
1059116126,-1499116610
1384727729,-1353697005
1295491595,394237936
1203827705,-1147809325
1127461246,-559544510
1056707624,-446478684
1274322525,1013111886
1094003483,1679462817
987345255,1770077046
1016251456,635515669
1189449804,-2091057734
1109412971,-1099558154
1140278998,-419666662
1042054653,-2065568105
1079690320,-1125749388
1129008572,-378498822
1183978362,-362683811
1112596891,-871285447
979549686,1164316041
1180632234,-394701355
1126476915,-916019407
1126817702,-1258461662
1109999385,1316310927
1064751762,-1752369917
1287338973,-822975478
1004064944,882124953
1074871106,40002619
1248197752,1502000801
958284231,-330689815
778938302,1713821838
982562074,1940099280
1255744934,-1981301752
1148372281,1756090431
1218240647,58043979
973605947,-1840171864
904867310,-2048709869
1017942214,-129811340
1087893267,-322773886
1216187793,1186915921
1026406409,-1692860093
1238689281,1772695378
1197075454,168100635
1133685811,-742184015
1126323980,-1183333290
1199096949,910511418
965841534,-1580006150
1378864116,828907698
973044941,-1425262611
929883598,-1679240170
1431529584,-1636350810
1061329709,-684471327
1120332122,-1702408612
864687703,1731185986
1277451779,-588286803
1171626653,-732859596
1092684417,-330500718
991966068,1247291155
1319456566,1387595588
1113199745,1701848451
840515237,851984959
889854296,-707204377
1134544148,795089784
970252553,736658807
937421497,-577672338
1147146068,-734720380
1219194958,1995795848
1054285451,-62638137
911045199,557425524
840201444,-1682566963
987111140,-1769100788
1227174719,-562597048
1024876228,-736012715
1068684956,629997847
1021641393,1509810868
953036594,-1255403852
977312151,-1876063714
880981027,-740497964
1102082530,-957992821
1375854404,-1668818168
1130564468,362282069
1018853291,-1726719480
1076096155,99134661
998113786,-579571458
1161596778,-916172211
762722858,548005360
1155421918,1270100027
1063809536,1497535746
1002704739,-1318543306
1068803711,-1062156189
966805539,1347697750
1126144643,524474376
1250273462,-1032082822
894851648,-454418572
988948219,585561973
976792559,-214571776
1110738848,-1236333787
1002744315,-431050716
1245382010,1548168803
1239373637,-1539147154
1070996593,-917316761
1126048631,921888567
1072720972,283701691
1008598079,1630959757
1135886891,958581049
1320714217,-483200434
1237425853,-1456408088
1228031180,-1091267622
1011244021,2009825439
1038606393,1424522536
1107995537,1850441451
933503969,1948494784
1115069089,493480926
973077795,813351642
980264852,-1563316642
1120110405,1533974298
1101358561,305334933
1172764794,-1564676267
1234421899,-684572807
1027498097,-949326623
1290156960,455748956
909238717,58505313
1218626264,1366038330
1165575329,-1994937842
1001441110,1271077791
1238715207,195177118
818377575,1684018794
871030152,-1787357949
1229848695,1061285164
905230461,-950098524
1236071948,-339367935
996351234,-1870048267
